point_id,benchmark,kernel,backend,regime,status,error,numerics_ok,max_abs_err,ts_utc,kind,new_tokens,batch,history,median_us,p10_us,p90_us,min_us,mean_us,repeats,warmup,unstable,graph_median_us,graph_error,l2_flush,eager_median_us,launch_overhead_us,flops,bytes_moved,state_bytes,achieved_tflops,achieved_gbps,us_per_token,per_step_us,bandwidth_util,compute_util,environment_hash,git_sha,git_dirty,image_digest,config_hash,kernel_us,kernel_time_source,kernel_gbps,kernel_tflops,context,fraction
6b198fcd308e,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:08+00:00,warm,512,1,1024,407.600000500679,391.9999897480011,421.61600291728973,388.51198554039,406.0544002056122,50,10,False,120.87999656796455,,False,407.600000500679,286.72000393271446,3263168512.0,33775616,6414336,8.005810863571291,82.86461226327633,0.7960937509778887,19564.800024032593,0.01937615039115181,0.011180655280551895,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,120.87999656796455,graph,279.41443546459504,26.995107583125133,,
745ddc0cfe2c,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:08+00:00,warm,512,1,65536,400.60798823833466,386.0607981681824,416.7712062597275,382.4320137500763,400.63999712467194,50,10,False,121.0079975426197,,False,400.60798823833466,279.59999069571495,3263168512.0,33775616,6414336,8.145540298259444,84.31088992640306,0.7824374770279974,19229.183435440063,0.019714332067777195,0.01137579686813341,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,121.0079975426197,graph,279.1188738422354,26.96655244502078,,
7d55e90cc922,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:08+00:00,warm,512,8,0,440.5760020017624,420.64639925956726,457.97119140625,412.51200437545776,439.92959916591644,50,10,False,265.9199982881546,,False,440.5760020017624,174.6560037136078,26105348096.0,270204928,51314688,59.25276905094702,613.2992418386852,0.10756250048871152,21147.648096084595,0.1434071556008739,0.08275049166990521,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,265.9199982881546,graph,1016.1136046157844,98.16993179923189,,
3d068fb16215,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:08+00:00,warm,512,8,1024,439.2320066690445,426.48000717163086,461.5039974451065,418.7839925289154,443.53728234767914,50,10,False,265.52000641822815,,False,439.2320066690445,173.71200025081635,26105348096.0,270204928,51314688,59.43407515761946,615.175861270046,0.10723437662818469,21083.136320114136,0.14384596366786243,0.0830036978864282,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,265.52000641822815,graph,1017.6443261092443,98.31781961800921,,
e1c1ff00ee04,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:08+00:00,warm,512,8,65536,437.5679939985275,422.42879271507263,456.21441304683685,418.39998960494995,439.85855877399445,50,10,False,265.3599977493286,,False,437.5679939985275,172.2079962491989,26105348096.0,270204928,51314688,59.66009501162887,617.5152929510409,0.10682812353479676,21003.26371192932,0.14439299066578964,0.08331934986938207,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,265.3599977493286,graph,1018.2579525616675,98.37710399990405,,
0d8168df4470,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:08+00:00,warm,512,32,0,1006.0960054397583,1003.9007902145386,1008.5856318473816,1003.5519599914551,1007.8041648864746,50,10,False,992.8480088710785,,False,1006.0960054397583,13.24799656867981,104421392384.0,1080819712,205258752,103.78869592903122,1074.2709504423294,0.0614072268945165,48292.6082611084,0.25119571464936424,0.14494791982668284,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,992.8480088710785,graph,1088.6054082225032,105.17359298804732,,
801fb1a0b0d3,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:08+00:00,warm,512,32,1024,1007.3440074920654,1004.7424077987671,1009.174394607544,1003.4559965133667,1008.83136510849,50,10,False,994.5600032806396,,False,1007.3440074920654,12.784004211425781,104421392384.0,1080819712,205258752,103.66011174670388,1072.9400323637835,0.061483398894779384,48352.51235961914,0.25088450739039253,0.14476834333635186,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,994.5600032806396,graph,1086.7315279468564,104.99255151982513,,
24aba9b21ad6,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:08+00:00,warm,512,32,65536,1008.2559585571289,1006.1408400535583,1011.199951171875,1005.5040121078491,1028.3449602127075,50,10,False,995.3919947147369,,False,1008.2559585571289,12.863963842391968,104421392384.0,1080819712,205258752,103.56635286681856,1071.969575609267,0.06153905997052789,48396.28601074219,0.2506575864465778,0.14463740273166453,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,995.3919947147369,graph,1085.8231910030029,104.90479423026248,,
b09fd2294040,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:08+00:00,warm,2048,1,0,408.55999290943146,391.66080057621,428.26560735702515,385.98400354385376,409.30944085121155,50,10,False,208.6079940199852,,False,408.55999290943146,199.95199888944626,13052674048.0,115859456,6414336,31.947998518037675,283.58003233489245,0.19949218403780833,19610.87965965271,0.06630923870120718,0.04461753648954178,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,208.6079940199852,graph,555.3931743809413,62.57034448425557,,
35d71cfb8d9a,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:09+00:00,warm,2048,1,1024,409.5360040664673,390.8703953027725,425.34718811511993,387.32799887657166,408.3142411708832,50,10,False,209.136001765728,,False,409.5360040664673,200.4000023007393,13052674048.0,115859456,6414336,31.87185966165154,282.90420097275774,0.19996875198557973,19657.72819519043,0.06615120972171742,0.04451120343706082,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,209.136001765728,graph,553.9909677042816,62.41237251260772,,
c3d409c9bfb1,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:09+00:00,warm,2048,1,65536,410.67200899124146,392.9535895586014,428.3743917942047,385.76000928878784,409.8515224456787,50,10,False,209.16800200939178,,False,410.67200899124146,201.50400698184967,13052674048.0,115859456,6414336,31.7836954119714,282.1216286072007,0.20052344189025462,19712.25643157959,0.06596822159888864,0.04438807611110467,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,209.16800200939178,graph,553.9062136033494,62.402824153829826,,
5bcc7f67d6a1,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:09+00:00,warm,2048,8,0,867.8559958934784,865.7344281673431,871.0143804550171,864.799976348877,869.920642375946,50,10,False,851.2479960918427,,False,867.8559958934784,16.607999801635742,104421392384.0,926875648,51314688,120.32110497375281,1068.0062733746047,0.05296972631185781,41657.08780288696,0.24973085140194362,0.16803654503105772,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,851.2479960918427,graph,1088.8432657173596,122.66859113138375,,
7f903a2349af,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:09+00:00,warm,2048,8,1024,866.4959967136383,863.9360070228577,868.4544146060944,861.9199991226196,867.7606415748596,50,10,False,852.512001991272,,False,866.4959967136383,13.983994722366333,104421392384.0,926875648,51314688,120.50995362937543,1069.68255077388,0.0528867185494164,41591.80784225464,0.2501228136895659,0.16830028492632804,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,852.512001991272,graph,1087.2288552360924,122.48671237483536,,
a942c875031f,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:09+00:00,warm,2048,8,65536,866.67200922966,864.847993850708,868.7839806079865,863.8079762458801,868.1740808486938,50,10,False,850.5920171737671,,False,866.67200922966,16.079992055892944,104421392384.0,926875648,51314688,120.4854792493123,1069.4653088240982,0.05289746150083374,41600.25644302368,0.2500720162191467,0.1682661048024962,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,850.5920171737671,graph,1089.6829846577893,122.76319348840985,,
46674c6db4f4,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:09+00:00,warm,2048,32,0,3680.591940879822,3678.048062324524,3683.788752555847,3675.328016281128,3683.098888397217,50,10,False,3671.0879802703857,,False,3680.591940879822,9.503960609436035,417685569536.0,3707502592,205258752,113.48325928142825,1007.3115008543288,0.05616137605102267,176668.41316223145,0.23553865272763924,0.15848703195233085,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,3671.0879802703857,graph,1009.919296929226,113.77705241083225,,
a9c9f0863950,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:10+00:00,warm,2048,32,1024,3680.351972579956,3677.772855758667,3684.592032432556,3675.4560470581055,3683.301749229431,50,10,False,3670.064091682434,,False,3680.351972579956,10.287880897521973,417685569536.0,3707502592,205258752,113.4906586782783,1007.3771801236205,0.05615771442535333,176656.8946838379,0.2355540104462675,0.15849736570950726,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,3670.064091682434,graph,1010.2010480967932,113.80879437027058,,
c9cfeaf2f9f5,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:10+00:00,warm,2048,32,65536,3681.040048599243,3674.822473526001,3685.215997695923,3670.016050338745,3682.9100799560547,50,10,False,3663.1360054016113,,False,3681.040048599243,17.904043197631836,417685569536.0,3707502592,205258752,113.46944451064668,1007.1888767987805,0.0561682136321906,176689.92233276367,0.2355099796659187,0.15846773869240746,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,3663.1360054016113,graph,1012.1116405541499,114.02404085463562,,
f83ddedbda80,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:10+00:00,warm,,1,1024,623.2160031795502,621.1263835430145,627.2000074386597,619.1679835319519,625.27871966362,50,10,False,609.3760132789612,,False,623.2160031795502,13.83998990058899,49967267840.0,425383936,6414336,80.17648389174035,682.5626008153802,0.07949183714024875,29914.36815261841,0.15960293837802378,0.11197187184114747,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,609.3760132789612,graph,698.0647855025876,81.99743139073297,7840,0.0
105d454b3d42,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:11+00:00,warm,,8,1024,3386.1440420150757,3383.120036125183,3392.8767919540405,3380.3839683532715,3389.000310897827,50,10,False,3375.040054321289,,False,3386.1440420150757,11.103987693786621,399738142720.0,3403071488,51314688,118.05113360804286,1004.9990330520172,0.05398826597600567,162534.91401672363,0.2349979306668164,0.16486637679085964,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,3375.040054321289,graph,1008.3055114095077,118.4395255422787,7840,0.0
39dc1b45ab44,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:11+00:00,warm,,1,1024,410.3520065546036,391.49760007858276,428.61761450767517,387.6799941062927,411.4880007505417,50,10,False,339.4240140914917,,False,410.3520065546036,70.92799246311188,24983633920.0,215899136,6414336,60.8834208702122,526.1315469436394,0.10468163432515397,19696.89631462097,0.12302481965063425,0.08502780700803897,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,339.4240140914917,graph,636.0750183745232,73.60597035796549,7840,0.5
caab12667875,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:11+00:00,warm,,8,1024,1637.1519565582275,1634.8384141921997,1639.510428905487,1632.9280138015747,1638.945279121399,50,10,False,1623.968005180359,,False,1637.1519565582275,13.183951377868652,199869071360.0,1727193088,51314688,122.08339644915019,1054.998640218508,0.052205100655555725,78583.29391479492,0.24668928939638335,0.17049770403494202,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,1623.968005180359,graph,1063.563495395451,123.0745129968262,7840,0.5
252e926b5d55,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:11+00:00,warm,,1,1024,403.85599434375763,387.48160898685455,418.7071919441223,383.8079869747162,404.32255923748016,50,10,False,124.9920018017292,,False,403.85599434375763,278.8639925420284,4996726784.0,48311296,6414336,12.372545793505898,119.62505615028206,0.515122441764997,19385.087728500366,0.02797180865522583,0.01727909537427208,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,124.9920018017292,graph,386.515099395197,39.976372183606976,7840,0.9
61a9e81e7cb7,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:11+00:00,warm,,8,1024,435.5839937925339,417.02078878879547,454.5600086450577,410.68801283836365,438.01855862140656,50,10,False,374.01600182056427,,False,435.5839937925339,61.567991971969604,39973814272.0,386490368,51314688,91.77062252438802,887.2924017131886,0.06944897860212594,20908.031702041626,0.2074747053892903,0.12816386907111157,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,374.01600182056427,graph,1033.3524932588857,106.87728353178215,7840,0.9
18001061f47f,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:11+00:00,warm,,1,1024,401.6159921884537,383.817595243454,421.14559412002563,381.44001364707947,401.06176018714905,50,10,False,125.35999715328217,,False,401.6159921884537,276.2559950351715,4996726784.0,48311296,6414336,12.44155332752622,120.29226161225792,0.512265296158742,19277.567625045776,0.028127820649006333,0.017375469053689484,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,125.35999715328217,graph,385.38048099130094,39.859021198686875,7840,0.99
3344ea0e45df,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:11+00:00,warm,,8,1024,437.855988740921,419.0943956375122,456.576007604599,416.8959856033325,441.4879983663559,50,10,False,373.6959993839264,,False,437.855988740921,64.15998935699463,39973814272.0,386490368,51314688,91.29443310104517,882.6883220471057,0.06981122269466215,21017.08745956421,0.20639813799114173,0.12749883839759574,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,373.6959993839264,graph,1034.2373711176099,106.96880442365094,7840,0.99
99651af22ed3,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:12+00:00,warm,,1,1024,1168.4799790382385,1165.724778175354,1171.6095447540283,1162.3040437698364,1170.224003791809,50,10,False,1154.7839641571045,,False,1168.4799790382385,13.696014881134033,99934535680.0,844353536,6414336,85.52524431120753,722.6084752388971,0.07452040682641828,56087.03899383545,0.16896682561748802,0.11944177681984759,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,1154.7839641571045,graph,731.1787851300026,86.53959422872992,15680,0.0
32a84ea2633b,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:12+00:00,warm,,8,1024,6645.136117935181,6638.134384155273,6654.070281982422,6636.0321044921875,6648.796186447144,50,10,False,6635.999917984009,,False,6645.136117935181,9.136199951171875,799476285440.0,6754828288,51314688,120.30999384380081,1016.5071366662845,0.052974618287110815,318966.5336608887,0.23768885916158258,0.16802102758805443,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,6635.999917984009,graph,1017.906626203228,120.47563220628818,15680,0.0
bf5d9ddbee02,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:12+00:00,warm,,1,1024,625.7279813289642,622.3167717456818,638.5087847709656,620.3200221061707,628.8095998764038,50,10,False,608.0640256404877,,False,625.7279813289642,17.663955688476562,49967267840.0,425383936,6414336,79.8546162725152,679.8224607065521,0.07981224251644951,30034.943103790283,0.15896221412443298,0.11152236198413806,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,608.0640256404877,graph,699.5709630280026,82.17435291845845,15680,0.5
8cdbead2612b,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:13+00:00,warm,,8,1024,3385.6799602508545,3382.4928998947144,3389.4047260284424,3380.703926086426,3388.322558403015,50,10,False,3373.871922492981,,False,3385.6799602508545,11.808037757873535,399738142720.0,3403071488,51314688,118.06731510747468,1005.1367902321923,0.053980866713183265,162512.63809204102,0.23503014229211253,0.16488897534710242,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,3373.871922492981,graph,1008.6546158768953,118.48053272414393,15680,0.5
cab8b6b39630,gdn_warm,gdn,flashinfer,warm,ok,,,,2026-09-22T00:22:13+00:00,warm,,1,1024,413.05600106716156,390.33281207084656,430.3871959447861,387.07199692726135,411.2345618009567,50,10,False,185.87200343608856,,False,413.05600106716156,227.183997631073,9993453568.0,90208256,6414336,24.193943538360788,218.39231427927479,0.26342857210915915,19826.688051223755,0.05106645901271256,0.03378847529491591,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,fd68bfc8b9be9964,185.87200343608856,graph,485.3246015127706,53.76524373363315,15680,0.9
