point_id,benchmark,kernel,backend,regime,status,error,numerics_ok,max_abs_err,ts_utc,kind,tokens,batch,median_us,p10_us,p90_us,min_us,mean_us,repeats,warmup,unstable,graph_median_us,graph_error,l2_flush,eager_median_us,launch_overhead_us,flops,bytes_moved,state_bytes,achieved_tflops,achieved_gbps,us_per_token,per_step_us,bandwidth_util,compute_util,environment_hash,git_sha,git_dirty,image_digest,config_hash,kernel_us,kernel_time_source,kernel_gbps,kernel_tflops
5895c48fa198,gdn_cold,gdn,flashinfer,cold,ok,,,,2026-09-22T00:20:48+00:00,prefill,4096,4,928.4799993038177,926.5023767948151,930.4064154624939,925.1840114593506,929.9705588817596,50,10,False,915.6000018119812,,False,928.4799993038177,12.879997491836548,104421392384.0,888389632,12828672,112.46488073226786,956.8215068349584,0.05666992183250841,44567.03996658325,0.2237326273249085,0.1570647975656704,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,915.6000018119812,graph,970.2813785953128,114.04695519588147
58dfa82f3f82,gdn_cold,gdn,flashinfer,cold,ok,,,,2026-09-22T00:20:49+00:00,prefill,4096,16,3591.2320613861084,3587.804865837097,3594.447898864746,3585.0560665130615,3593.8220643997192,50,10,False,3578.559994697571,,False,3591.2320613861084,12.672066688537598,417685569536.0,3553558528,51314688,116.30703958874378,989.5095797926333,0.05479785249917768,172379.1389465332,0.23137604711926557,0.1624306317627843,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,3578.559994697571,graph,993.0135398778793,116.71889535312911
447e84816c9b,gdn_cold,gdn,flashinfer,cold,ok,,,,2026-09-22T00:20:49+00:00,prefill,16384,1,1205.0399780273438,1201.737654209137,1208.9664340019226,1200.543999671936,1206.8358421325684,50,10,False,1185.5360269546509,,False,1205.0399780273438,19.50395107269287,104421392384.0,878768128,3207168,86.65388226782179,729.2439620455975,0.07354980334639549,57841.9189453125,0.1705183949397053,0.12101799591176621,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,1185.5360269546509,graph,741.2411837515712,88.07947629582608
e73b0824f6b6,gdn_cold,gdn,flashinfer,cold,ok,,,,2026-09-22T00:20:49+00:00,prefill,16384,4,3878.2399892807007,3874.9215841293335,3883.776044845581,3871.648073196411,3880.932478904724,50,10,False,3869.167923927307,,False,3878.2399892807007,9.072065353393555,417685569536.0,3515072512,12828672,107.69977378668315,906.3576575239075,0.05917724593018647,186155.51948547363,0.21193271531348548,0.1504100040611209,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,3869.167923927307,graph,908.482800723756,107.95229820680366
10994dd31fee,gdn_cold,gdn,flashinfer,cold,ok,,,,2026-09-22T00:20:50+00:00,prefill,65536,1,4888.719797134399,4884.796762466431,4894.959831237793,4879.648208618164,4892.279634475708,50,10,False,4873.680114746094,,False,4888.719797134399,15.039682388305664,417685569536.0,3505451008,3207168,85.43863973976032,717.0488703514519,0.07459594417014159,234658.55026245117,0.16766682870116548,0.1193208276898254,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,4873.680114746094,graph,719.2616104191371,85.70229471405518
f63e279d4d64,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:42+00:00,prefill,128,1,545.8399951457977,525.1359760761261,565.8047795295715,519.10400390625,545.9654355049133,50,10,False,58.52799862623215,,False,545.8399951457977,487.3119965195656,815792128.0,10047488,3207168,1.4945627569524218,18.407386943707277,4.264374962076545,26200.31976699829,0.004304181097187874,0.002087257776307507,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,58.52799862623215,graph,171.66976892828063,13.938493492828293
63fb807f19d3,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:42+00:00,prefill,128,4,542.6400005817413,528.4575939178467,563.9935851097107,520.3520059585571,544.9907195568085,50,10,False,130.5599957704544,,False,542.6400005817413,412.0800048112869,3263168512.0,40189952,12828672,6.0135052861965494,74.06374752490429,1.0598437511362135,26046.720027923584,0.017318252887195767,0.008398266056806086,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,130.5599957704544,graph,307.827460952591,24.993632182228144
dd22b28aa852,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:43+00:00,prefill,128,16,562.6240074634552,546.0383892059326,577.1007895469666,536.9920134544373,563.1110405921936,50,10,False,414.3359959125519,,False,562.6240074634552,148.28801155090332,13052674048.0,160759808,51314688,23.199639323687812,285.7322223500071,0.27471875364426523,27005.95235824585,0.0668124831654509,0.03239986234143686,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,414.3359959125519,graph,387.9938252671857,31.502631141791618
21bf8930fd84,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:43+00:00,prefill,512,1,552.2880256175995,536.2911880016327,573.5455811023712,530.0480127334595,554.2182409763336,50,10,False,118.25599893927574,,False,552.2880256175995,434.03202667832375,3263168512.0,30568448,3207168,5.908454213453101,55.348743014691735,1.078687550034374,26509.825229644775,0.012942141878447711,0.0082515551425449,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,118.25599893927574,graph,258.49384618277884,27.59410551066954
e29b993d4628,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:43+00:00,prefill,512,4,565.3759837150574,550.7040202617645,577.8495907783508,538.8479828834534,564.8704028129578,50,10,False,353.32798957824707,,False,565.3759837150574,212.0479941368103,13052674048.0,122273792,12828672,23.08671472429998,216.2698726545564,0.27606249204836786,27138.047218322754,0.05057017058519512,0.032242155515736684,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,353.32798957824707,graph,346.06313568860804,36.94208903059289
c91f8de559be,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:43+00:00,prefill,512,16,1300.159990787506,1297.4687576293945,1303.9488554000854,1295.7439422607422,1302.2118306159973,50,10,False,1276.1120200157166,,False,1300.159990787506,24.04797077178955,52210696192.0,489095168,51314688,40.15713186219184,376.18075580356486,0.158710936375428,62407.67955780029,0.08796197435340337,0.05608214533893551,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,1276.1120200157166,graph,383.2697759511554,40.9138816758085
42ab7e4af131,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:43+00:00,prefill,1024,1,564.5920038223267,552.8031885623932,583.5264146327972,539.5519733428955,565.8239948749542,50,10,False,196.49600237607956,,False,564.5920038223267,368.0960014462471,6526337024.0,57929728,3207168,11.559386211310558,102.60458456338695,0.5513593787327409,27100.41618347168,0.02399192860524505,0.016143463127703116,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,196.49600237607956,graph,294.81377381472913,33.21358676554167
56c9829cf9ae,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:43+00:00,prefill,1024,4,668.4640049934387,665.1808202266693,670.358407497406,661.3439917564392,671.7081618309021,50,10,False,649.9039828777313,,False,668.4640049934387,18.560022115707397,26105348096.0,231718912,12828672,39.05273567610605,346.6438136818967,0.16319921996910125,32086.27223968506,0.08105538036819475,0.05453978151593193,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,649.9039828777313,graph,356.5433019412563,40.16800755768147
5d1946c953da,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:43+00:00,prefill,1024,16,2451.6159296035767,2449.564838409424,2454.246473312378,2448.7359523773193,2454.030065536499,50,10,False,2437.2000694274902,,False,2451.6159296035767,14.415860176086426,104421392384.0,926875648,51314688,42.592883788646624,378.06723182365465,0.1496347613283433,117677.56462097168,0.08840308717679325,0.05948383732276071,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,2437.2000694274902,graph,380.30347185150356,42.84481758140155
a46c5423fe31,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:43+00:00,prefill,4096,1,716.3200080394745,712.089592218399,720.0671851634979,708.6719870567322,719.3945562839508,50,10,False,697.376012802124,,False,716.3200080394745,18.943995237350464,26105348096.0,222097408,3207168,36.44369528005897,310.0533358098812,0.17488281446276233,34383.360385894775,0.07249946508942998,0.050896080486974034,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,697.376012802124,graph,318.47583501989294,37.43367654861858
1a27b58b0651,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:44+00:00,prefill,4096,4,2445.263981819153,2442.0480728149414,2449.2254972457886,2440.3839111328125,2447.5103759765625,50,10,False,2431.040048599243,,False,2445.263981819153,14.223933219909668,104421392384.0,888389632,12828672,42.703525329120396,363.31031684320766,0.14924706920282915,117372.67112731934,0.08495249233104508,0.059638355702575974,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,2431.040048599243,graph,365.4360332368392,42.95338221357861
0e15d1440e8f,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:45+00:00,prefill,4096,16,10147.119998931885,10136.141109466553,10155.340576171875,10130.559921264648,10150.03396987915,50,10,False,10135.471820831299,,False,10147.119998931885,11.648178100585938,417685569536.0,3553558528,51314688,41.16296738187454,350.2036566409048,0.15483276365557685,487061.75994873047,0.08188777492913801,0.05748686253824871,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,10135.471820831299,graph,350.60612774793765,41.210273869790306
489233b3d305,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:45+00:00,prefill,16384,1,2676.33593082428,2671.228790283203,2686.5631341934204,2662.911891937256,2680.088324546814,50,10,False,2659.327983856201,,False,2676.33593082428,17.007946968078613,104421392384.0,878768128,3207168,39.01654914891026,328.34746859649636,0.1633505817153491,128464.12467956543,0.0767771640789931,0.05448924458803404,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,2659.327983856201,graph,330.4474413591242,39.266082641142326
2eede73964d8,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:47+00:00,prefill,16384,4,10355.43966293335,10349.055671691895,10367.145347595215,10345.791816711426,10361.607685089111,50,10,False,10340.911865234375,,False,10355.43966293335,14.52779769897461,417685569536.0,3515072512,12828672,40.334894811958534,339.4421315187595,0.15801146946614608,497061.1038208008,0.07937141814534775,0.05633040329766886,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,10340.911865234375,graph,339.91900886589093,40.39156072301881
8a27de894520,gdn_cold,gdn,triton,cold,ok,,,,2026-09-22T00:21:48+00:00,prefill,65536,1,11270.080089569092,11251.263618469238,11292.256355285645,11219.96784210205,11276.232376098633,50,10,False,11251.215934753418,,False,11270.080089569092,18.864154815673828,417685569536.0,3505451008,3207168,37.06145530612375,311.04047000024735,0.17196777480421588,540963.8442993164,0.07273028570158722,0.05175882406351338,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,7b484ecf5cb445a7,11251.215934753418,graph,311.56197057530085,37.12359374828353
