point_id,benchmark,kernel,backend,regime,status,error,numerics_ok,max_abs_err,ts_utc,op,tokens,median_us,p10_us,p90_us,min_us,mean_us,repeats,warmup,unstable,graph_median_us,graph_error,l2_flush,eager_median_us,launch_overhead_us,flops,bytes_moved,weight_bytes,achieved_tflops,achieved_gbps,us_per_token,per_step_us,per_step_count,bandwidth_util,compute_util,dtype,environment_hash,git_sha,git_dirty,image_digest,config_hash,kernel_us,kernel_time_source,kernel_gbps,kernel_tflops
4c9b544e139f,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:31+00:00,down_proj,32,95.85599973797798,93.08160096406937,111.64479851722717,90.62399715185165,99.1788800060749,50,10,False,35.58399900794029,,False,95.85599973797798,60.27200073003769,5704253440.0,91741440.0,89150720.0,59.508569683614546,957.075616036293,2.995499991811812,6134.783983230591,64,0.22379204542832268,0.040981069286878724,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,35.58399900794029,graph,2578.1655395035455,160.3038893612587
ac023d59b91c,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:33+00:00,down_proj,64,93.35999935865402,89.09760043025017,104.16960269212723,87.36000210046768,95.20832017064095,50,10,False,34.49600003659725,,False,93.35999935865402,58.86399932205677,11408506880.0,94332160.0,89150720.0,122.19908909995603,1010.4130317911776,1.458749989978969,5975.039958953857,64,0.23626388064138676,0.08415341460605893,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,34.49600003659725,graph,2734.582557395692,330.7197028031241
06f42c7b72bd,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:35+00:00,down_proj,256,108.68800058960915,105.62239959836006,126.59839391708374,103.16800326108932,112.98111960291862,50,10,False,58.639999479055405,,False,108.68800058960915,50.04800111055374,45634027520.0,109876480.0,89150720.0,419.86260923418564,1010.9347803248161,0.4245625023031607,6956.032037734985,64,0.23638588058536797,0.2891418626170336,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,58.639999479055405,graph,1873.746264940621,778.2064789461539
c52d0f6cf63d,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:37+00:00,down_proj,784,223.93599897623062,219.0655991435051,238.95680010318756,218.59200298786163,226.220161318779,50,10,False,182.51200020313263,,False,223.93599897623062,41.42399877309799,139754209280.0,152623360.0,89150720.0,624.0810317185046,681.5490171198425,0.2856326517553962,14331.90393447876,64,0.1593659331042121,0.42977857033799477,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,182.51200020313263,graph,836.2373971581754,765.7261392371793
756521f1c962,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:39+00:00,down_proj,2048,425.9040057659149,420.88960111141205,435.80159544944763,419.6160137653351,426.96832180023193,50,10,False,385.8720064163208,,False,425.9040057659149,40.031999349594116,365072220160.0,254956800.0,89150720.0,857.1701961419232,598.6250341588221,0.20796094031538814,27257.856369018555,64,0.13997590012148234,0.5902973535660675,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,385.8720064163208,graph,660.7289353996953,946.0966695939077
cbfdab48e358,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:42+00:00,down_proj,8192,1406.92800283432,1350.8288502693176,1461.846399307251,1347.2959995269775,1414.7942352294922,50,10,False,1439.2480254173279,,False,1406.92800283432,-32.32002258300781,1460288880640.0,752375040.0,89150720.0,1037.927227049417,534.7644218355925,0.17174414097098634,90043.39218139648,64,0.12504343625482506,0.7147771797002543,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,1439.2480254173279,graph,522.7556520578443,1014.6193393015573
e2f8a971f4f9,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:44+00:00,qkv_proj,1,54.27199974656105,51.67999863624573,63.24160173535347,51.13599821925163,56.364799812436104,50,10,False,24.575999937951565,,False,54.27199974656105,29.695999808609486,146800640.0,73467712.0,73418240.0,2.7049056730087058,1353.6945817931703,54.27199974656105,868.3519959449768,16,0.3165330662162053,0.001862755690304605,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,24.575999937951565,graph,2989.408861714199,5.973333348414551
07f6d37aeed6,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:44+00:00,qkv_proj,8,45.711999759078026,42.69760139286518,52.89279855787754,41.02399945259094,46.74496002495289,50,10,False,24.960000067949295,,False,45.711999759078026,20.75199969112873,1174405120.0,73814016.0,73418240.0,25.69139670523324,1614.7623466274006,5.713999969884753,731.3919961452484,16,0.37757828365640933,0.01769259308451758,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,24.960000067949295,graph,2957.29229964159,47.05148705139762
e0c9d46c0a7e,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:46+00:00,qkv_proj,32,88.19200098514557,85.02079918980598,102.58239805698395,83.16799998283386,91.05407938361168,50,10,False,27.103999629616737,,False,88.19200098514557,61.08800135552883,4697620480.0,75001344.0,73418240.0,53.265833947811586,850.4325013856154,2.756000030785799,1411.072015762329,16,0.19885579132401032,0.03668195762802368,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,27.103999629616737,graph,2767.168868982919,173.31834947587868
d022a25f1e20,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:48+00:00,qkv_proj,64,87.91999891400337,83.35040137171745,99.69280287623405,81.91999793052673,90.2105601131916,50,10,False,27.408000081777573,,False,87.91999891400337,60.5119988322258,9395240960.0,76584448.0,73418240.0,106.86124972760416,871.0697104865649,1.3737499830313027,1406.719982624054,16,0.20368136953251245,0.07359088451381846,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,27.408000081777573,graph,2794.237002754455,342.7919195843298
19f80c83486d,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:50+00:00,qkv_proj,256,104.15999963879585,101.37599781155586,118.37439984083176,99.35999661684036,107.34015971422195,50,10,False,45.504000037908554,,False,104.15999963879585,58.6559996008873,37580963840.0,86083072.0,73418240.0,360.8003453371984,826.4503868905272,0.4068749985890463,1666.5599942207336,16,0.19324807719293743,0.24846814550585244,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,45.504000037908554,graph,1891.769337383214,825.8826434751228
2ef76f9daf17,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:54+00:00,qkv_proj,784,165.72800278663635,162.300805747509,181.72159790992737,159.19999778270721,169.24992054700851,50,10,False,113.53600025177002,,False,165.72800278663635,52.19200253486633,115091701760.0,112204288.0,73418240.0,694.4614055849862,677.0387991971126,0.21138775865642392,2651.6480445861816,16,0.158311313304749,0.47824659760185423,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,113.53600025177002,graph,988.2705727802908,1013.7022750914261
8c6ec5fc3490,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:57+00:00,qkv_proj,2048,281.1359912157059,272.7040112018585,292.97598898410797,271.07200026512146,281.3465589284897,50,10,False,235.1359948515892,,False,281.1359912157059,45.99999636411667,300647710720.0,174736896.0,73418240.0,1069.4031362541675,621.5386910953371,0.13727343321079388,4498.175859451294,16,0.14533377787758128,0.736453325217537,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,235.1359948515892,graph,743.1312084323316,1278.6120258183348
b633775bad68,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:57+00:00,qkv_proj,8192,962.8960192203522,934.4735980033875,1050.1216053962708,931.2000274658203,990.1817631721497,50,10,False,1047.8879809379578,,False,962.8960192203522,-84.99196171760559,1202590842880.0,478692864.0,73418240.0,1248.9311606602407,497.1386883368706,0.1175410179712344,15406.336307525635,16,0.11624544817600158,0.8600867858474525,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,1047.8879809379578,graph,456.816828428097,1147.6330149369292
b0110ad281af,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:58+00:00,o_proj,1,40.09599983692169,38.43199834227562,49.020799994468696,37.88800165057182,42.80767984688282,100,10,True,15.135999768972397,,False,40.09599983692169,24.960000067949295,62914560.0,31500160.0,31464960.0,1.5690981707872573,785.6185187579144,40.09599983692169,641.5359973907471,16,0.18370040182126604,0.0010805724485872315,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,15.135999768972397,graph,2081.141680814031,4.1566173995965485
2777b4fb1439,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:56:58+00:00,o_proj,8,38.60799968242645,38.07999938726425,46.48960009217262,37.43999823927879,40.753919929265976,100,10,False,14.671999961137772,,False,38.60799968242645,23.93599972128868,503316480.0,31746560.0,31464960.0,13.036585270930239,822.2793271118463,4.825999960303307,617.7279949188232,16,0.1922727624071103,0.008977752399238042,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,14.671999961137772,graph,2163.7513688718786,34.3045584332846
17ce35ec473e,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:00+00:00,o_proj,32,74.8320035636425,71.55200093984604,89.80799838900566,68.7360018491745,77.69600048661232,100,10,False,15.647999942302704,,False,74.8320035636425,59.1840036213398,2013265920.0,32591360.0,31464960.0,26.903808853491068,435.527026511885,2.338500111363828,1197.31205701828,16,0.10183885418173064,0.018527530750070114,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,15.647999942302704,graph,2082.7811937736988,128.6596323762342
5165dc271601,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:02+00:00,o_proj,64,79.40800115466118,76.00959837436676,93.24160143733025,73.5040009021759,82.16639965772629,50,10,False,14.015999622642994,,False,79.40800115466118,65.39200153201818,4026531840.0,33717760.0,31464960.0,50.706878166566796,424.6141384963044,1.240750018041581,1270.5280184745789,16,0.09928710436215901,0.0349197115392536,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,14.015999622642994,graph,2405.662165224991,287.281103624967
2f854df86eb5,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:04+00:00,o_proj,256,85.16800031065941,80.56960254907608,97.35360220074654,79.42400127649307,87.24736034870148,50,10,False,24.447999894618988,,False,85.16800031065941,60.72000041604042,16106127360.0,40476160.0,31464960.0,189.1100800917149,475.25079668841437,0.3326875012135133,1362.6880049705505,16,0.11112742410345455,0.13023222262422596,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,24.447999894618988,graph,1655.602101377169,658.7912070281448
7f9edb35ad3a,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:06+00:00,o_proj,784,122.14400246739388,118.78400295972824,134.22079980373383,117.21599847078323,124.40703973174095,50,10,False,70.28799876570702,,False,122.14400246739388,51.85600370168686,49325015040.0,59061760.0,31464960.0,403.82674583770273,483.5420389614827,0.155795921514533,1954.304039478302,16,0.11306615709000406,0.27809863250042843,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,70.28799876570702,graph,840.2822819991255,701.7558602630938
81bd79b92a43,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:09+00:00,o_proj,2048,186.25599890947342,182.87680000066757,199.66400563716888,181.18399381637573,189.07904028892517,50,10,False,144.57599818706512,,False,186.25599890947342,41.680000722408295,128849018880.0,103554560.0,31464960.0,691.7845311528725,555.9797300828466,0.09094531196751632,2980.0959825515747,16,0.13000419081537726,0.47640314585771104,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,144.57599818706512,graph,716.2638425363801,891.2199846151767
a11f255d891d,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:12+00:00,o_proj,8192,508.7519884109497,504.12479639053345,518.4384107589722,502.27200984954834,509.86559867858887,50,10,False,485.76000332832336,,False,508.7519884109497,22.991985082626343,515396075520.0,319823360.0,31464960.0,1013.0595796387994,628.6429680578651,0.06210351421032101,8140.031814575195,16,0.14699496393863457,0.6976518683887174,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,485.76000332832336,graph,658.3978874519082,1061.0097002400705
bed3161c05ba,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:13+00:00,in_proj_qkvz,1,54.08000014722347,52.111998572945595,64.96000215411186,51.52000114321709,56.29760004580021,50,10,False,27.2000003606081,,False,54.08000014722347,26.87999978661537,167772160.0,83960128.0,83906560.0,3.1022958495427,1552.5171555368536,54.08000014722347,2595.8400070667267,48,0.3630235521400836,0.002136421726054557,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,27.2000003606081,graph,3086.7693708413954,6.168094035872622
33825c6744ce,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:13+00:00,in_proj_qkvz,8,44.89599913358688,41.600000113248825,55.49440123140812,40.383998304605484,46.61791995167732,100,10,True,27.424000203609467,,False,44.89599913358688,17.471998929977417,1342177280.0,84335104.0,83906560.0,29.89525360614843,1878.4547760940363,5.61199989169836,2155.0079584121704,48,0.43923722383367564,0.020587613950326843,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,27.424000203609467,graph,3075.229848813233,48.941703253901906
6e873b88ee0b,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:15+00:00,in_proj_qkvz,32,89.20000120997429,87.41440251469612,102.54719778895378,85.21600067615509,92.35135987401009,50,10,False,28.815999627113342,,False,89.20000120997429,60.38400158286095,5368709120.0,85620736.0,83906560.0,60.18732115666916,959.8737089526625,2.7875000378116965,4281.600058078766,48,0.2244463207296266,0.04144849710935386,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,28.815999627113342,graph,2971.2915431688984,186.3100079633716
8f1f0d19a0bf,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:17+00:00,in_proj_qkvz,64,89.45600315928459,85.29600128531456,103.1168021261692,82.75199681520462,92.67007991671562,50,10,False,28.656000271439552,,False,89.45600315928459,60.80000288784504,10737418240.0,87334912.0,83906560.0,120.03015852252024,976.289001471396,1.3977500493638217,4293.88815164566,48,0.22828469235619234,0.0826597626035844,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,28.656000271439552,graph,3047.700696982604,374.7005212971615
2b0eddb3bb77,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:20+00:00,in_proj_qkvz,256,98.96000102162361,96.48639783263206,112.0352029800415,93.53599697351456,101.75104022026062,50,10,False,41.6640006005764,,False,98.96000102162361,57.29600042104721,42949672960.0,97619968.0,83906560.0,434.01043367628023,986.458841877631,0.38656250399071723,4750.080049037933,48,0.23066269608761814,0.2988848790733629,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,41.6640006005764,graph,2343.0291520937017,1030.8581111004933
4a351a9baad9,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:23+00:00,in_proj_qkvz,784,186.38399988412857,182.8799992799759,193.96800100803375,181.05599284172058,188.30207914113998,50,10,False,130.0160065293312,,False,186.38399988412857,56.36799335479736,131533373440.0,125903872.0,83906560.0,705.7117216165112,675.5079410157099,0.23773469372975584,8946.431994438171,48,0.15795335424912535,0.4859942208977668,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,130.0160065293312,graph,968.3720901825768,1011.6706161892959
370a85f02292,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:23+00:00,in_proj_qkvz,2048,264.3520087003708,263.8367921113968,265.12639820575714,263.16800713539124,266.2169587612152,50,10,False,275.93599259853363,,False,264.3520087003708,-11.583983898162842,343597383680.0,193613824.0,83906560.0,1299.7721688184702,732.4091273293527,0.12907812924822792,12688.896417617798,48,0.17125850240990068,0.8950988671161585,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,275.93599259853363,graph,701.6620853869315,1245.2068338178292
6f908bdb44cd,ops_gemm,ops,engine,ops,ok,,,,2026-09-22T17:57:23+00:00,in_proj_qkvz,8192,1143.8239812850952,1120.793616771698,1214.8128271102905,1076.5119791030884,1148.684802055359,50,10,False,1181.5840005874634,,False,1143.8239812850952,-37.760019302368164,1374389534720.0,522735616.0,83906560.0,1201.5743306726815,457.0070435249158,0.13962695084046572,54903.55110168457,48,0.10686150533137505,0.827474112727509,fp8,f64663495a1b4254,5fe3095cfb8a3825d1ed13d9fa8f996433463941,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,97fe1389edd46f63,1181.5840005874634,graph,442.4024155202718,1163.175478033451
