point_id,benchmark,kernel,backend,regime,status,error,numerics_ok,max_abs_err,ts_utc,page_size,kind,context,fraction,batch,median_us,p10_us,p90_us,min_us,mean_us,repeats,warmup,unstable,graph_median_us,graph_error,l2_flush,eager_median_us,launch_overhead_us,flops,bytes_moved,kv_bytes,achieved_tflops,achieved_gbps,us_per_new_token,per_step_us,bandwidth_util,compute_util,new_tokens,cached,actual_fraction,environment_hash,git_sha,git_dirty,image_digest,config_hash,kernel_us,kernel_time_source,kernel_gbps,kernel_tflops
fb15a14e18a5,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:03+00:00,784,warm,7840,0.99,8,1772.383987903595,1619.20645236969,1889.0207886695862,1617.408037185669,1754.605438709259,50,10,False,1888.4159922599792,,False,1772.383987903595,-116.03200435638428,1148116795392.0,411041792.0,256901120.0,647.781069580758,231.91463859148664,0.28258673276524154,28358.14380645752,0.054228370742642446,0.9046699902948765,784,7056,0.9,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,1888.4159922599792,graph,217.66485439899392,607.9787504965899
9198fdaa9140,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:04+00:00,784,warm,7840,0.99,32,7572.351932525635,7497.913599014282,7698.307323455811,7494.431972503662,7585.921306610107,50,10,False,7571.167945861816,,False,7572.351932525635,1.1839866638183594,4592467181568.0,1644167168.0,1027604480.0,606.4783072009513,217.1276748162991,0.30183162996355367,121157.63092041016,0.050770749616917056,0.8469878946055505,784,7056,0.9,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,7571.167945861816,graph,217.16162945489205,606.5731488730364
bc08daaa8e8f,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:05+00:00,784,warm,15680,0.0,1,4791.440010070801,4727.558279037476,4906.428670883179,4725.40807723999,4805.902061462402,50,10,False,4859.232187271118,,False,4791.440010070801,-67.79217720031738,3021349847040.0,449576960.0,64225280.0,630.5724042646118,93.82919520124742,0.30557653125451534,76663.04016113281,0.021939987983336365,0.880636927558694,15680,0,0.0,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,4859.232187271118,graph,92.52016423040625,621.7751551272859
56e158f9850f,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:09+00:00,784,warm,15680,0.0,8,38715.904235839844,38560.18524169922,39048.73123168945,38238.46435546875,38759.19418334961,50,10,False,38712.25547790527,,False,38715.904235839844,3.6487579345703125,24170798776320.0,3596615680.0,513802240.0,624.3118752717846,92.89762827418515,0.3086408182066314,619454.4677734375,0.021722160609440825,0.871893676220943,15680,0,0.0,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,38712.25547790527,graph,92.90638418246493,624.3707187279568
659d6c3064ca,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:29+00:00,784,warm,15680,0.0,32,154766.31927490234,154087.29553222656,155686.14349365234,154067.71850585938,154763.9434814453,50,10,False,154792.12951660156,,False,154766.31927490234,-25.81024169921875,96683195105280.0,14386462720.0,2055208960.0,624.7043643491146,92.95603066224098,0.3084469054426466,2476261.1083984375,0.021735816782121352,0.8724418137112973,15680,0,0.0,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,154792.12951660156,graph,92.94053105236878,624.6002003280836
a82a0911341f,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:29+00:00,784,warm,15680,0.5,1,3678.431987762451,3554.1568756103516,3681.0911655426025,3464.479923248291,3651.1078453063965,50,10,False,3645.2159881591797,,False,3678.431987762451,33.215999603271484,2265964216320.0,256901120.0,64225280.0,616.0136231575021,69.83984503578388,0.46918775354112896,58854.91180419922,0.016330581942610556,0.8603046069933551,7840,7840,0.5,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,3645.2159881591797,graph,70.47624086871575,621.6268730523987
ee403c94ef3a,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:33+00:00,784,warm,15680,0.5,8,28818.896293640137,28688.67473602295,29051.282501220703,28686.847686767578,28850.19634246826,50,10,False,28805.200576782227,,False,28818.896293640137,13.695716857910156,18127713730560.0,2055208960.0,513802240.0,629.021789934422,71.31463117321225,0.4594849536613542,461102.3406982422,0.016675429727607216,0.878471389976758,7840,7840,0.5,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,28805.200576782227,graph,71.34853841832138,629.3208645515015
f6ddb19b5467,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:47+00:00,784,warm,15680,0.5,32,115421.10443115234,114805.98678588867,116333.9469909668,114494.46105957031,115547.70111083984,50,10,False,115543.69735717773,,False,115421.10443115234,-122.59292602539062,72510854922240.0,8220835840.0,2055208960.0,628.2287392726525,71.22471995495118,0.460064988963458,1846737.6708984375,0.0166544058762997,0.8773638411949594,7840,7840,0.5,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,115543.69735717773,graph,71.14914987173302,627.5621827998871
2965c21d95ea,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:47+00:00,784,warm,15680,0.9,1,1089.0719890594482,1061.89124584198,1131.5263748168945,1058.4319829940796,1100.9222435951233,50,10,False,1046.239972114563,,False,1089.0719890594482,42.832016944885254,574039130112.0,102760448.0,64225280.0,527.0901610533163,94.35597373939136,0.6945612175124032,17425.151824951172,0.02206316408829995,0.7361169896385513,1568,14112,0.9,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,1046.239972114563,graph,98.21881283345553,548.668704515089
0665658db337,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:48+00:00,784,warm,15680,0.9,8,7390.960216522217,7368.732643127441,7587.852954864502,7350.719928741455,7453.4137535095215,50,10,False,7593.37592124939,,False,7390.960216522217,-202.41570472717285,4592313040896.0,822083584.0,513802240.0,621.3418698466345,111.22825179903727,0.5892028233834675,118255.36346435547,0.026008392192262413,0.8677458631629213,1568,14112,0.9,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,7593.37592124939,graph,108.26325372611568,604.7788346741557
32082fc0f22d,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:52+00:00,784,warm,15680,0.9,32,29407.24754333496,29157.41424560547,30204.214096069336,29148.639678955078,29682.022399902344,50,10,False,29598.095893859863,,False,29407.24754333496,-190.84835052490234,18369252163584.0,3288334336.0,2055208960.0,624.6505095900184,111.8205412170677,0.586081942429348,470515.9606933594,0.026146886641526024,0.8723666019049064,1568,14112,0.9,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,29598.095893859863,graph,111.09952301634938,620.6227667298932
9cb4321fc5d0,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:52+00:00,784,warm,15680,0.99,1,793.3599948883057,752.1152198314667,875.164806842804,747.5519776344299,804.9766397476196,50,10,False,702.1439969539642,,False,793.3599948883057,91.21599793434143,294572457984.0,83492864.0,64225280.0,371.2973427976688,105.23956909593691,1.0119387689901858,12693.75991821289,0.024608064434359086,0.5185418025918463,784,14896,0.95,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,702.1439969539642,graph,118.91131215563776,419.53282982110795
867655e20798,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:52+00:00,784,warm,15680,0.99,8,3769.0879106521606,3717.459225654602,3783.95836353302,3454.848051071167,3751.2102365493774,50,10,False,3782.2399139404297,,False,3769.0879106521606,-13.152003288269043,2356579663872.0,667942912.0,513802240.0,625.2387101961345,177.21606071120445,0.600938761264694,60305.40657043457,0.04143825633502122,0.8731880637561626,784,14896,0.95,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,3782.2399139404297,graph,176.59982634579117,623.0645642509911
ea9d68376f05,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:54+00:00,784,warm,15680,0.99,32,15084.112167358398,14997.135829925537,15875.48189163208,14965.0239944458,15320.611839294434,50,10,False,15236.400127410889,,False,15084.112167358398,-152.28796005249023,9426318655488.0,2671771648.0,2055208960.0,624.9170352820827,177.12488599638232,0.6012480934055484,241345.79467773438,0.04141693704156153,0.8727388230249358,784,14896,0.95,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,15236.400127410889,graph,175.3545211242764,618.670983740423
41684bb0b731,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:24:56+00:00,784,warm,31360,0.0,1,19052.47974395752,18961.26003265381,19794.984817504883,18956.67266845703,19180.76229095459,50,10,False,19050.832748413086,,False,19052.47974395752,1.6469955444335938,12085014036480.0,899153920.0,128450560.0,634.3013717315592,47.19353764357976,0.6075408081619107,304839.6759033203,0.011035218266238595,0.8858446823396674,31360,0,0.0,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,19050.832748413086,graph,47.19761765138055,634.3562087849766
126d5879516a,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:25:15+00:00,784,warm,31360,0.0,8,153194.97680664062,151835.5987548828,154532.61108398438,151561.5997314453,153231.70013427734,50,10,False,153844.30694580078,,False,153194.97680664062,-649.3301391601562,96680112291840.0,7193231360.0,1027604480.0,631.0919215965387,46.95474688493958,0.6106304879091224,2451119.62890625,0.010979382059140577,0.8813624685812751,31360,0,0.0,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,153844.30694580078,graph,46.75656514565839,628.4282740855683
d4632c785e57,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:26:32+00:00,784,warm,31360,0.0,32,619694.7326660156,612058.3557128906,635121.6003417969,610152.4658203125,621690.5285644531,50,10,False,621532.8674316406,,False,619694.7326660156,-1838.134765625,386720449167360.0,28772925440.0,4110417920.0,624.0499213276079,46.43080523891941,0.617521058539955,9915115.72265625,0.010856869301858618,0.8715278398554416,31360,0,0.0,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,621532.8674316406,graph,46.293489769733846,622.2043425722671
535614c2534d,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:26:34+00:00,784,warm,31360,0.5,1,14266.848087310791,14071.926498413086,15930.34887313843,14047.679901123047,14646.661777496338,50,10,False,14460.432052612305,,False,14266.848087310791,-193.58396530151367,9063664189440.0,513802240.0,128450560.0,635.2954860086719,36.01371773608395,0.9098755157723719,228269.56939697266,0.008421052026186888,0.8872330300325223,15680,15680,0.5,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,14460.432052612305,graph,35.531596713749686,626.7906903793121
c2bef478e19a,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:26:48+00:00,784,warm,31360,0.5,8,115215.02685546875,114047.32894897461,118446.05407714844,113284.31701660156,115822.05047607422,50,10,False,117139.26696777344,,False,115215.02685546875,-1924.2401123046875,72509313515520.0,4110417920.0,1027604480.0,629.3390323684006,35.6760574743111,0.9184871401105609,1843440.4296875,0.00834209726088322,0.8789144404503605,15680,15680,0.5,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,117139.26696777344,graph,35.09000889625535,619.0009156832804
9281248c7c23,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:27:45+00:00,784,warm,31360,0.5,32,466359.06982421875,459243.7194824219,472873.8250732422,456165.0695800781,466386.55029296875,50,10,False,465515.56396484375,,False,466359.06982421875,843.505859375,290037254062080.0,16441671680.0,4110417920.0,621.9183303787821,35.255391701071105,0.92944648801064,7461745.1171875,0.008243733398866809,0.8685509292084,15680,15680,0.5,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,465515.56396484375,graph,35.31927383901969,623.0452352479969
4a5484e98fe2,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:27:46+00:00,784,warm,31360,0.9,1,3946.287989616394,3861.6127014160156,3950.054430961609,3628.9279460906982,3914.540796279907,50,10,False,3876.4480352401733,,False,3946.287989616394,69.8399543762207,2296117985280.0,205520896.0,128450560.0,581.8424786334964,52.0795483098987,1.2583826497501256,63140.607833862305,0.01217770931154243,0.812582297039308,3136,28224,0.9,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,3876.4480352401733,graph,53.017838529406866,592.3252328952577
8a991a2ef8c7,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:27:49+00:00,784,warm,31360,0.9,8,29071.855545043945,28888.98811340332,30156.016159057617,28875.96893310547,29357.338829040527,50,10,False,30211.856842041016,,False,29071.855545043945,-1140.0012969970703,18368943882240.0,1644167168.0,1027604480.0,631.8462835569319,56.55528817046187,1.158795262477836,465149.6887207031,0.01322426713980344,0.8824159859800306,3136,28224,0.9,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,30211.856842041016,graph,54.42125509187754,608.0044658717857
b74d37735104,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:28:04+00:00,784,warm,31360,0.9,32,118362.4496459961,116391.21932983398,120221.43325805664,115421.98181152344,118262.58544921875,50,10,False,117230.76629638672,,False,118362.4496459961,1131.683349609375,73475775528960.0,6576668672.0,4110417920.0,620.7693043588972,55.56381007380133,1.1794727523716129,1893799.1943359375,0.012992430796330418,0.8669462368098856,3136,28224,0.9,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,117230.76629638672,graph,56.10019348822347,626.7618804367115
fe5441b3dee4,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:28:04+00:00,784,warm,31360,0.99,1,1442.5920248031616,1376.1023879051208,1642.2272443771365,1371.8080520629883,1464.0748810768127,50,10,False,1351.5200018882751,,False,1442.5920248031616,91.07202291488647,596688175104.0,147718144.0,128450560.0,413.6222610723338,102.3977267725127,1.8400408479632164,23081.472396850586,0.023943559252440665,0.5776514079860791,784,30576,0.975,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,1351.5200018882751,graph,109.29778604357739,441.4941504900687
c75b9d22df35,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:28:05+00:00,784,warm,31360,0.99,8,7745.63193321228,7504.012966156006,7783.89778137207,7423.711776733398,7666.839065551758,50,10,False,7832.639932632446,,False,7745.63193321228,-87.00799942016602,4773505400832.0,1181745152.0,1027604480.0,616.2835314138565,152.56923672461477,1.2349540709841007,123930.11093139648,0.0356751138404771,0.8606815520927459,784,30576,0.975,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,7832.639932632446,graph,150.87443852443647,609.4376151448708
20399c5821fc,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:28:09+00:00,784,warm,31360,0.99,32,31359.16805267334,30137.807846069336,31801.98097229004,29981.24885559082,31121.284523010254,50,10,False,31019.824028015137,,False,31359.16805267334,339.3440246582031,19094021603328.0,4726980608.0,4110417920.0,608.8816377799363,150.73679888637957,1.249966838834237,501746.68884277344,0.03524663671174482,0.850344307989123,784,30576,0.975,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,31019.824028015137,graph,152.38579702228134,615.5425506631982
2748bdcae792,attention_warm,flash_attn_3,flash_attn_3,warm,ok,,,,2026-09-22T00:28:18+00:00,784,warm,62720,0.0,1,77512.86315917969,76101.88674926758,79376.8814086914,74180.9310913086,77443.52005004883,50,10,False,77617.23327636719,,False,77512.86315917969,-104.3701171875,48339285442560.0,1798307840.0,256901120.0,623.6292077521495,23.200121459931264,1.235855598838962,1240205.810546875,0.005424861472499009,0.8709402849482362,62720,0,0.0,0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,d3ca5a1da86930eb,77617.23327636719,graph,23.168924787577385,622.7906278292747
