point_id,benchmark,kernel,backend,regime,status,error,numerics_ok,max_abs_err,ts_utc,kind,distribution,total_tokens,sequences,seed,median_us,p10_us,p90_us,min_us,mean_us,repeats,warmup,unstable,graph_median_us,graph_error,l2_flush,eager_median_us,launch_overhead_us,flops,bytes_moved,state_bytes,achieved_tflops,achieved_gbps,us_per_token,per_step_us,bandwidth_util,compute_util,length_cv,max_over_mean,lengths,environment_hash,git_sha,git_dirty,image_digest,config_hash,kernel_us,kernel_time_source,kernel_gbps,kernel_tflops
a048bd4a84ca,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:57+00:00,ragged,jitter,16384,32,7,1025.4720449447632,1023.9551782608032,1027.5232434272766,1022.1439599990845,1027.4387097358704,50,10,False,1008.9280009269714,,False,1025.4720449447632,16.544044017791748,104421392384.0,978190336,102629376,101.82763430633025,953.8927373224396,0.06258984649321064,49222.65815734863,0.22304779604427347,0.14220916489467356,0.0639927926773667,1.12890625,"[503, 483, 541, 474, 528, 508, 472, 525, 470, 516, 474, 476, 515, 562, 480, 492, 539, 576, 533, 512, 578, 471, 565, 499, 482, 479, 501, 561, 487, 533, 540, 509]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,1008.9280009269714,graph,969.5343325799951,103.49736778844566
bef12340cb2c,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:57+00:00,ragged,jitter,16384,128,7,1620.032012462616,1617.529559135437,1622.59202003479,1615.488052368164,1621.882884502411,50,10,False,1604.52800989151,,False,1620.032012462616,15.504002571105957,104421392384.0,1286078464,410517504,64.45637591152826,793.8599077712223,0.09887890701065771,77761.53659820557,0.18562747766935528,0.09001767990544146,0.06382117991208791,1.109375,"[124, 119, 133, 117, 130, 125, 116, 129, 116, 127, 117, 117, 127, 138, 118, 121, 133, 142, 131, 126, 142, 116, 139, 123, 119, 118, 124, 138, 120, 131, 133, 125, 130, 117, 116, 121, 134, 127, 124, 132, 128, 123, 138, 135, 122, 131, 130, 140, 136, 123, 142, 118, 127, 136, 119, 129, 116, 134, 137, 131, 140, 124, 135, 132, 131, 128, 139, 142, 128, 134, 116, 135, 133, 142, 138, 123, 126, 134, 115, 128, 120, 118, 116, 137, 118, 122, 126, 140, 117, 128, 130, 140, 138, 140, 123, 127, 125, 140, 142, 119, 120, 121, 121, 129, 132, 122, 115, 127, 125, 131, 142, 135, 130, 132, 134, 116, 141, 137, 140, 138, 126, 126, 118, 133, 117, 117, 121, 119]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,1604.52800989151,graph,801.5307031548537,65.07919571379776
dcac8310c6c0,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:57+00:00,ragged,lognormal,4096,8,7,440.080001950264,420.4416036605835,460.8479917049408,413.9519929885864,442.92352080345154,50,10,False,288.4960025548935,,False,440.080001950264,151.58399939537048,26105348096.0,244547584,25657344,59.31955094598986,555.6889268229864,0.10744140672613867,21123.84009361267,0.12993619257652247,0.08284375709425511,0.5841296981599728,1.841796875,"[500, 943, 786, 153, 176, 338, 311, 889]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,288.4960025548935,graph,847.663682804301,90.48772899732921
0ade246ab51d,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:57+00:00,ragged,lognormal,4096,32,7,432.9279959201813,431.123211979866,448.06720316410065,429.6320080757141,439.35360074043274,50,10,False,424.47999119758606,,False,432.9279959201813,8.448004722595215,26105348096.0,321519616,102629376,60.29951479694334,742.6630271775689,0.1056953115039505,20780.5438041687,0.1736561616775697,0.08421234276179428,0.9090616741681536,4.5546875,"[76, 144, 120, 23, 27, 52, 47, 136, 259, 54, 18, 29, 159, 119, 42, 187, 50, 97, 583, 39, 154, 189, 61, 34, 315, 278, 249, 140, 95, 236, 60, 24]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,424.47999119758606,graph,757.4435136339317,61.49959629981367
82b4f0a30a1d,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:58+00:00,ragged,lognormal,4096,128,7,1053.056001663208,1051.0560035705566,1055.9199690818787,1049.2479801177979,1054.6918368339539,50,10,False,1042.735993862152,,False,1053.056001663208,10.320007801055908,26105348096.0,629407744,410517504,24.790085289641702,597.6963646813718,0.25709375040605664,50546.688079833984,0.13975875025536605,0.034621027491439214,1.4090683563306998,10.65625,"[15, 28, 24, 5, 5, 10, 9, 27, 51, 11, 4, 6, 31, 23, 8, 37, 10, 19, 115, 8, 30, 37, 12, 7, 62, 55, 49, 28, 19, 46, 12, 5, 11, 9, 5, 6, 44, 11, 3, 10, 9, 26, 5, 13, 23, 30, 16, 3, 12, 16, 7, 27, 11, 16, 19, 15, 42, 23, 23, 201, 167, 11, 28, 15, 175, 8, 17, 7, 6, 88, 73, 12, 11, 181, 66, 79, 49, 5, 82, 1, 34, 10, 12, 43, 9, 44, 12, 7, 11, 13, 96, 4, 22, 22, 19, 7, 51, 12, 33, 5, 12, 55, 33, 76, 32, 23, 18, 11, 341, 60, 130, 42, 7, 8, 3, 30, 15, 8, 22, 10, 25, 6, 33, 9, 14, 5, 45, 32]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,1042.735993862152,graph,603.6117940733584,25.035433944606964
c437a87ad3bd,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:58+00:00,ragged,lognormal,16384,8,7,963.4400010108948,961.0463917255402,965.5456006526947,960.096001625061,964.8806393146515,50,10,False,952.4320065975189,,False,963.4400010108948,11.007994413375854,104421392384.0,901218304,25657344,108.38390794905264,935.417154212397,0.05880371099920012,46245.12004852295,0.21872766870490906,0.15136544359940773,0.5843679641871266,1.8427734375,"[2000, 3774, 3146, 612, 703, 1351, 1244, 3554]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,952.4320065975189,graph,946.2284947977805,109.63658472276295
b430942bc99b,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:58+00:00,ragged,lognormal,16384,32,7,1027.8239846229553,1025.491189956665,1029.4975996017456,1024.5440006256104,1046.0985589027405,50,10,False,1009.5360279083252,,False,1027.8239846229553,18.287956714630127,104421392384.0,978190336,102629376,101.59462509751194,951.7099723634464,0.06273339749895968,49335.551261901855,0.22253740227111954,0.1418837518059325,0.9085909107849421,4.5546875,"[305, 576, 480, 93, 107, 206, 190, 542, 1035, 218, 73, 118, 636, 475, 168, 748, 202, 388, 2332, 155, 615, 757, 244, 135, 1260, 1113, 994, 560, 381, 942, 241, 95]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,1009.5360279083252,graph,968.9503979632399,103.43503302239988
241a085c7c66,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:58+00:00,ragged,lognormal,16384,128,7,1623.792052268982,1621.9967603683472,1625.648045539856,1620.3199625015259,1625.7395243644714,50,10,False,1608.8320016860962,,False,1623.792052268982,14.960050582885742,104421392384.0,1286078464,410517504,64.30712124627554,792.0216521585489,0.09910840162774548,77942.01850891113,0.18519764017617577,0.08980923569040285,1.4125179053327934,10.6796875,"[60, 113, 95, 18, 21, 41, 37, 107, 204, 43, 14, 23, 125, 94, 33, 147, 40, 76, 459, 31, 121, 149, 48, 27, 248, 219, 196, 110, 75, 186, 47, 19, 45, 37, 20, 23, 178, 45, 11, 42, 35, 106, 20, 51, 92, 118, 63, 13, 47, 64, 29, 108, 45, 66, 77, 59, 168, 91, 93, 809, 668, 45, 110, 59, 701, 32, 66, 28, 22, 354, 293, 46, 45, 726, 263, 318, 195, 20, 327, 4, 137, 40, 49, 171, 35, 174, 47, 29, 42, 54, 382, 16, 86, 89, 76, 29, 205, 46, 133, 18, 47, 222, 133, 306, 127, 92, 72, 45, 1367, 239, 519, 169, 27, 33, 11, 118, 61, 31, 89, 40, 101, 25, 133, 34, 55, 19, 179, 129]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,1608.8320016860962,graph,799.386426085606,64.90509405243293
e2db190aa975,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:58+00:00,ragged,bimodal,4096,8,7,441.3759857416153,422.59201407432556,459.3600034713745,420.991986989975,443.05471897125244,50,10,False,272.8320062160492,,False,441.3759857416153,168.5439795255661,26105348096.0,244547584,25657344,59.14537478095209,554.0572933280515,0.10775780901894905,21186.047315597534,0.12955466932893092,0.08260050832251144,1.1331555077411577,3.998046875,"[2047, 292, 292, 293, 293, 293, 293, 293]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,272.8320062160492,graph,896.3302634161938,95.68286528424306
1786135664d3,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:58+00:00,ragged,bimodal,4096,32,7,446.30400836467743,444.0256118774414,448.4032094478607,442.75200366973877,449.05600130558014,50,10,False,436.6080015897751,,False,446.30400836467743,9.696006774902344,26105348096.0,321519616,102629376,58.49230033056118,720.4049481385894,0.10896093954215758,21422.592401504517,0.16845157705334957,0.08168844576860051,2.695483039215284,16.0078125,"[2049, 67, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,436.6080015897751,graph,736.403398080851,59.79127272277495
41bbe58ac9df,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:58+00:00,ragged,bimodal,4096,128,7,1052.5919795036316,1050.81285238266,1054.3359994888306,1049.3119955062866,1054.1907215118408,50,10,False,1042.0479774475098,,False,1052.5919795036316,10.544002056121826,26105348096.0,629407744,410517504,24.80101369222901,597.9598517336303,0.2569804637460038,50524.41501617432,0.1398203611723937,0.034636289743343235,5.593128020588077,64.03125,"[2049, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,1042.0479774475098,graph,604.0103312150085,25.05196369167655
3e29487d4a1a,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:58+00:00,ragged,bimodal,16384,8,7,938.5920166969299,936.0928118228912,940.7295882701874,934.5920085906982,940.2995240688324,50,10,False,927.2960126399994,,False,938.5920166969299,11.296004056930542,104421392384.0,901218304,25657344,111.25322880059987,960.18108823421,0.05728711039409973,45052.41680145264,0.22451819492325065,0.15537264385396612,1.1340779832554042,4.00048828125,"[8193, 1171, 1170, 1170, 1170, 1170, 1170, 1170]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,927.2960126399994,graph,971.8776870766903,112.60847772515886
8c3f3f23d37a,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:59+00:00,ragged,bimodal,16384,32,7,1041.1839485168457,1038.8799905776978,1043.1935548782349,1038.0159616470337,1042.7884769439697,50,10,False,1023.6479640007019,,False,1041.1839485168457,17.5359845161438,104421392384.0,978190336,102629376,100.29101248895266,939.4980948308132,0.06354882498271763,49976.829528808594,0.2196819110165555,0.14006316880140462,2.6944304418910066,16.001953125,"[8193, 265, 265, 265, 265, 265, 265, 265, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,1023.6479640007019,graph,955.5925185226366,102.00908520922765
7728fc533024,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:59+00:00,ragged,bimodal,16384,128,7,1603.376030921936,1600.8831977844238,1605.9232115745544,1600.0959873199463,1605.204472541809,50,10,False,1588.6560082435608,,False,1603.376030921936,14.720022678375244,104421392384.0,1286078464,410517504,65.12595322006781,802.1065796153315,0.0978623065748252,76962.04948425293,0.18755578879654983,0.09095278981473565,5.589654115543169,63.9921875,"[8191, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,1588.6560082435608,graph,809.5386649636667,65.72939128556199
d0ae24182873,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:59+00:00,ragged,mixed,4096,8,7,439.11999464035034,420.4255908727646,464.6783918142319,417.248010635376,442.7276784181595,50,10,False,286.4319980144501,,False,439.11999464035034,152.68799662590027,26105348096.0,244547584,25657344,59.449235777525686,556.9037779759727,0.10720702994149178,21077.759742736816,0.1302202600209985,0.08302487071550192,0.998046875,1.998046875,"[1, 1, 1, 1, 1023, 1023, 1023, 1023]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,286.4319980144501,graph,853.7718749832654,91.13977585242772
a9bc6e86cb8d,gdn_ragged,gdn,flashinfer,ragged,ok,,,,2026-09-22T00:22:59+00:00,ragged,mixed,4096,32,7,431.5999895334244,429.1807919740677,451.20960772037506,427.0080029964447,438.41792047023773,50,10,False,422.3040044307709,,False,431.5999895334244,9.295985102653503,26105348096.0,321519616,102629376,60.485052662352594,744.9481552295093,0.10537109119468369,20716.79949760437,0.17419049091158292,0.0844714589150461,0.9921875,1.9921875,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",0e6e08559dbe6eaf,11630473a039827ea1d1ee5d1fe37f174e2b87b7,False,sha256:c2914767605584b6d8f45686b82de173ecc99e781897aa3d0a66dacd72c51ae1,5749939aa3b86ab9,422.3040044307709,graph,761.3463586105004,61.81648249153532
